date,package,title
2022-04-10 ,sspse,Estimating Hidden Population Size using Respondent Driven Sampling Data 
2022-04-09 ,beanplot,Visualization via Beanplots (Like Boxplot/Stripchart/Violin Plot) 
2022-04-09 ,ecochange,Integrating Ecosystem Remote Sensing Products to Derive EBV Indicators 
2022-04-09 ,esreg,Joint Quantile and Expected Shortfall Regression 
2022-04-09 ,gensvm,A Generalized Multiclass Support Vector Machine 
2022-04-09 ,geodata,Download Geographic Data 
2022-04-09 ,gfoRmula,Parametric G-Formula 
2022-04-09 ,GPLTR,Generalized Partially Linear Tree-Based Regression Model 
2022-04-09 ,Markovchart,Markov Chain-Based Cost-Optimal Control Charts 
2022-04-09 ,moduleColor,Basic Module Functions 
2022-04-09 ,RcppRedis,'Rcpp' Bindings for 'Redis' using the 'hiredis' Library 
2022-04-09 ,rstanarm,Bayesian Applied Regression Modeling via Stan 
2022-04-09 ,santaR,Short Asynchronous Time-Series Analysis 
2022-04-09 ,spaMM,"Mixed-Effect Models, with or without Spatial Random Effects "
2022-04-09 ,tabxplor,User-Friendly Tables with Color Helpers for Data Exploration 
2022-04-09 ,TwoSampleTest.HD,A Two-Sample Test for the Equality of Distributions for High-Dimensional Data 
2022-04-08 ,agroclim,Climatic Indices for Agriculture 
2022-04-08 ,AutoScore,An Interpretable Machine Learning-Based Automatic Clinical Score Generator 
2022-04-08 ,avidaR,A computational biologist's toolkit to get data from avidaDB 
2022-04-08 ,bamlss,"Bayesian Additive Models for Location, Scale, and Shape (and Beyond) "
2022-04-08 ,bigalgebra,'BLAS' and 'LAPACK' Routines for Native R Matrices and 'big.matrix' Objects 
2022-04-08 ,bmstdr,Bayesian Modeling of Spatio-Temporal Data with R 
2022-04-08 ,capl,Compute and Visualize CAPL-2 Scores and Interpretations 
2022-04-08 ,cccd,Class Cover Catch Digraphs 
2022-04-08 ,cffr,Generate Citation File Format ('cff') Metadata for R Packages 
2022-04-08 ,CLAST,Exact Confidence Limits after a Sequential Trial 
2022-04-08 ,corporaexplorer,A 'Shiny' App for Exploration of Text Collections 
2022-04-08 ,cpfa,Classification with Parallel Factor Analysis 
2022-04-08 ,cthist,Clinical Trial Registry History 
2022-04-08 ,datazoom.amazonia,Simplify Access to Data from the Amazon Region 
2022-04-08 ,deBif,Bifurcation Analysis of Ordinary Differential Equation Systems 
2022-04-08 ,deepgp,Deep Gaussian Processes using MCMC 
2022-04-08 ,dm,Relational Data Models 
2022-04-08 ,dragon,Deep Time Redox Analysis of the Geobiology Ontology Network 
2022-04-08 ,dstat2x2xk,Demonstrated Insensitivity to Bias in 2x2xK Contingency Tables 
2022-04-08 ,elasdics,"Elastic Analysis of Sparse, Dense and Irregular Curves "
2022-04-08 ,flexclust,Flexible Cluster Algorithms 
2022-04-08 ,fm.index,Fast String Searching 
2022-04-08 ,foqat,Field Observation Quick Analysis Toolkit 
2022-04-08 ,geodiv,Methods for Calculating Gradient Surface Metrics 
2022-04-08 ,hilbert,Coordinate Indexing on Hilbert Curves 
2022-04-08 ,hwriter,HTML Writer - Outputs R Objects in HTML Format 
2022-04-08 ,ImportanceIndice,Analyzing Data Through of Percentage of Importance Indice and Its Derivations 
2022-04-08 ,incidentally,Generates Incidence Matrices and Bipartite Graphs 
2022-04-08 ,infotheo,Information-Theoretic Measures 
2022-04-08 ,isoWater,"Discovery, Retrieval, and Analysis of Water Isotope Data "
2022-04-08 ,lite,Likelihood-Based Inference for Time Series Extremes 
2022-04-08 ,MSclust,Multiple-Scaled Clustering 
2022-04-08 ,MuChPoint,Multiple Change Point 
2022-04-08 ,munsellinterpol,Interpolate Munsell Renotation Data from Hue/Chroma to CIE/RGB 
2022-04-08 ,NetCoupler,Inference of Causal Links Between a Network and an External Variable 
2022-04-08 ,nhdplusTools,NHDPlus Tools 
2022-04-08 ,optimLanduse,Robust Land-Use Optimization 
2022-04-08 ,pkgdepends,Package Dependency Resolution and Downloads 
2022-04-08 ,pop.lion,Models for Simulating Lion Populations 
2022-04-08 ,PSPManalysis,Analysis of Physiologically Structured Population Models 
2022-04-08 ,QCA,Qualitative Comparative Analysis 
2022-04-08 ,r2rtf,Easily Create Production-Ready Rich Text Format (RTF) Table and Figure 
2022-04-08 ,RcppEigen,'Rcpp' Integration for the 'Eigen' Templated Linear Algebra Library 
2022-04-08 ,rrMixture,Reduced-Rank Mixture Models 
2022-04-08 ,rstantools,Tools for Developing R Packages Interfacing with 'Stan' 
2022-04-08 ,saeHB,Small Area Estimation using Hierarchical Bayesian Method 
2022-04-08 ,safetyGraphics,Interactive Graphics for Monitoring Clinical Trial Safety 
2022-04-08 ,SheetReader,Parse xlsx Files 
2022-04-08 ,skpr,Design of Experiments Suite: Generate and Evaluate Optimal Designs 
2022-04-08 ,smacpod,Statistical Methods for the Analysis of Case-Control Point Data 
2022-04-08 ,tableeasy,Tables of Clinical Study 
2022-04-08 ,tidyndr,Analysis of the Nigeria National Data Repository (NDR) 
2022-04-08 ,TippingPoint,Enhanced Tipping Point Displays the Results of Sensitivity Analysis for Missing Data 
2022-04-07 ,BIOMASS,Estimating Aboveground Biomass and Its Uncertainty in Tropical Forests 
2022-04-07 ,breathtestcore,Core Functions to Read and Fit 13c Time Series from Breath Tests 
2022-04-07 ,breathteststan,Stan-Based Fit to Gastric Emptying Curves 
2022-04-07 ,bulkAnalyseR,Interactive Shiny App for Bulk Sequencing Data 
2022-04-07 ,chngpt,Estimation and Hypothesis Testing for Threshold Regression 
2022-04-07 ,CINNA,Deciphering Central Informative Nodes in Network Analysis 
2022-04-07 ,did2s,Two-Stage Difference-in-Differences Following Gardner (2021) 
2022-04-07 ,ds4psy,Data Science for Psychologists 
2022-04-07 ,familiar,End-to-End Automated Machine Learning and Model Evaluation 
2022-04-07 ,fastText,Efficient Learning of Word Representations and Sentence Classification 
2022-04-07 ,float,32-Bit Floats 
2022-04-07 ,GDPuc,Easily Convert GDP Data 
2022-04-07 ,glmm,Generalized Linear Mixed Models via Monte Carlo Likelihood Approximation 
2022-04-07 ,glmtoolbox,Set of Tools to Data Analysis using Generalized Linear Models 
2022-04-07 ,hgm,Holonomic Gradient Method and Gradient Descent 
2022-04-07 ,intamap,Procedures for Automated Interpolation 
2022-04-07 ,lme4,Linear Mixed-Effects Models using 'Eigen' and S4 
2022-04-07 ,MNP,Fitting the Multinomial Probit Model 
2022-04-07 ,modeltime,The Tidymodels Extension for Time Series Modeling 
2022-04-07 ,PeakSegJoint,Joint Peak Detection in Several ChIP-Seq Samples 
2022-04-07 ,PMCMRplus,Calculate Pairwise Multiple Comparisons of Mean Rank Sums Extended 
2022-04-07 ,pwr2ppl,Power Analyses for Common Designs (Power to the People) 
2022-04-07 ,rbmn,Handling Linear Gaussian Bayesian Networks 
2022-04-07 ,survMisc,Miscellaneous Functions for Survival Data 
2022-04-07 ,timetk,A Tool Kit for Working with Time Series in R 
2022-04-07 ,tradepolicy,Replication of 'An Advanced Guide To Trade Policy Analysis' 
2022-04-06 ,AcceptanceSampling,Creation and Evaluation of Acceptance Sampling Plans 
2022-04-06 ,adlift,An Adaptive Lifting Scheme Algorithm 
2022-04-06 ,AgroR,Experimental Statistics and Graphics for Agricultural Sciences 
2022-04-06 ,ambiorix,Web Framework Inspired by 'Express.js' 
2022-04-06 ,amp,Statistical Test for the Multivariate Point Null Hypotheses 
2022-04-06 ,Bayesrel,Bayesian Reliability Estimation 
2022-04-06 ,behaviorchange,Tools for Behavior Change Researchers and Professionals 
2022-04-06 ,betapart,Partitioning Beta Diversity into Turnover and Nestedness Components 
2022-04-06 ,buildmer,Stepwise Elimination and Term Reordering for Mixed-Effects Regression 
2022-04-06 ,comorbidity,Computing Comorbidity Scores 
2022-04-06 ,covid19.analytics,Load and Analyze Live Data from the COVID-19 Pandemic 
2022-04-06 ,coxrobust,Fit Robustly Proportional Hazards Regression Model 
2022-04-06 ,dials,Tools for Creating Tuning Parameter Values 
2022-04-06 ,DRIP,Discontinuous Regression and Image Processing 
2022-04-06 ,DSI,'DataSHIELD' Interface 
2022-04-06 ,ech,Toolbox for ECH with R 
2022-04-06 ,fflr,Retrieve ESPN Fantasy Football Data 
2022-04-06 ,gaselect,Genetic Algorithm (GA) for Variable Selection from High-Dimensional Data 
2022-04-06 ,geoBayes,Analysis of Geostatistical Data using Bayes and Empirical Bayes Methods 
2022-04-06 ,howManyImputations,Calculate How many Imputations are Needed for Multiple Imputation 
2022-04-06 ,km.ci,Confidence Intervals for the Kaplan-Meier Estimator 
2022-04-06 ,kyotil,Utility Functions for Statistical Analysis Report Generation and Monte Carlo Studies 
2022-04-06 ,lazy,Lazy Learning for Local Regression 
2022-04-06 ,lqmm,Linear Quantile Mixed Models 
2022-04-06 ,ltxsparklines,Lightweight Sparklines for a LaTeX Document 
2022-04-06 ,LUCIDus,Latent Unknown Clustering with Integrated Data 
2022-04-06 ,maptree,"Mapping, Pruning, and Graphing Tree Models "
2022-04-06 ,metadat,Meta-Analysis Datasets 
2022-04-06 ,mlr3cluster,Cluster Extension for 'mlr3' 
2022-04-06 ,monomvn,Estimation for MVN and Student-t Data with Monotone Missingness 
2022-04-06 ,MplusAutomation,An R Package for Facilitating Large-Scale Latent Variable Analyses in Mplus 
2022-04-06 ,nat,NeuroAnatomy Toolbox for Analysis of 3D Image Data 
2022-04-06 ,networkscaleup,Network Scale-Up Models for Aggregated Relational Data 
2022-04-06 ,nflplotR,NFL Logo Plots in 'ggplot2' 
2022-04-06 ,Nmix,Bayesian Inference on Univariate Normal Mixtures 
2022-04-06 ,ordinalbayes,Bayesian Ordinal Regression for High-Dimensional Data 
2022-04-06 ,ordinalgmifs,Ordinal Regression for High-Dimensional Data 
2022-04-06 ,plan,Tools for Project Planning 
2022-04-06 ,pmxTools,Pharmacometric and Pharmacokinetic Toolkit 
2022-04-06 ,pop.wolf,Models for Simulating Wolf Populations 
2022-04-06 ,qcpm,Quantile Composite Path Modeling 
2022-04-06 ,RCDT,Fast 2D Constrained Delaunay Triangulation 
2022-04-06 ,rCNV,Detect Copy Number Variants from SNPs Data 
2022-04-06 ,rcompendium,Create a Package or Research Compendium Structure 
2022-04-06 ,regmedint,Regression-Based Causal Mediation Analysis with Interaction and Effect Modification Terms 
2022-04-06 ,rnmamod,Bayesian Network Meta-Analysis with Missing Participants 
2022-04-06 ,rplotengine,R as a Plotting Engine 
2022-04-06 ,rrpack,Reduced-Rank Regression 
2022-04-06 ,RXshrink,Maximum Likelihood Shrinkage using Generalized Ridge or Least Angle Regression 
2022-04-06 ,scCAN,Single-Cell Clustering using Autoencoder and Network Fusion 
2022-04-06 ,simsalapar,Tools for Simulation Studies in Parallel 
2022-04-06 ,SimSurvey,Test Surveys by Simulating Spatially-Correlated Populations 
2022-04-06 ,stabiliser,Stabilising Variable Selection 
2022-04-06 ,stratification,Univariate Stratification of Survey Populations 
2022-04-06 ,texreg,Conversion of R Regression Output to LaTeX or HTML Tables 
2022-04-06 ,TSDT,Treatment-Specific Subgroup Detection Tool 
2022-04-05 ,accSDA,Accelerated Sparse Discriminant Analysis 
2022-04-05 ,ACV,Optimal Out-of-Sample Forecast Evaluation and Testing under Stationarity 
2022-04-05 ,adobeanalyticsr,R Client for 'Adobe Analytics' API 2.0 
2022-04-05 ,automap,Automatic Interpolation Package 
2022-04-05 ,autoReg,Automatic Linear and Logistic Regression and Survival Analysis 
2022-04-05 ,bbsBayes,Hierarchical Bayesian Analysis of North American BBS Data 
2022-04-05 ,CDatanet,Modeling Count Data with Peer Effects 
2022-04-05 ,conText,'a la Carte' on Text (ConText) Embedding Regression 
2022-04-05 ,densEstBayes,Density Estimation via Bayesian Inference Engines 
2022-04-05 ,eq5d,Methods for Analysing 'EQ-5D' Data and Calculating 'EQ-5D' Index Scores 
2022-04-05 ,GaussSuppression,Tabular Data Suppression using Gaussian Elimination 
2022-04-05 ,gdm,Generalized Dissimilarity Modeling 
2022-04-05 ,ggcorset,The Corset Plot 
2022-04-05 ,gifski,Highest Quality GIF Encoder 
2022-04-05 ,gsignal,Signal Processing 
2022-04-05 ,GUniFrac,"Generalized UniFrac Distances, Distance-Based Multivariate Methods and Feature-Based Univariate Methods for Microbiome Data Analysis "
2022-04-05 ,h2o,R Interface for the 'H2O' Scalable Machine Learning Platform 
2022-04-05 ,ivs,Interval Vectors 
2022-04-05 ,jsonStrings,Manipulation of JSON Strings 
2022-04-05 ,lares,Analytics & Machine Learning Sidekick 
2022-04-05 ,MazamaTimeSeries,Core Functionality for Environmental Time Series 
2022-04-05 ,MPI,Computation of Multidimensional Poverty Index (MPI) 
2022-04-05 ,NCA,Necessary Condition Analysis 
2022-04-05 ,OBIC,Calculate the Open Bodem Index (OBI) Score 
2022-04-05 ,objectSignals,Observer Pattern for S4 
2022-04-05 ,opa,An Implementation of Ordinal Pattern Analysis 
2022-04-05 ,phytools,Phylogenetic Tools for Comparative Biology (and Other Things) 
2022-04-05 ,ppmlasso,Point Process Models with LASSO-Type Penalties 
2022-04-05 ,primerTree,Visually Assessing the Specificity and Informativeness of Primer Pairs 
2022-04-05 ,Qest,Quantile-Based Estimator 
2022-04-05 ,ratdat,Portal Project Teaching Database 
2022-04-05 ,rbioapi,User-Friendly R Interface to Biologic Web Services' API 
2022-04-05 ,rdacca.hp,Hierarchical and Variation Partitioning for Canonical Analysis 
2022-04-05 ,rrtable,Reproducible Research with a Table of R Codes 
2022-04-05 ,SpatialGEV,Fit Spatial Generalized Extreme Value Models 
2022-04-05 ,tessellation,Delaunay and Voronoï Tessellations 
2022-04-05 ,tidygraph,A Tidy API for Graph Manipulation 
2022-04-05 ,trtf,Transformation Trees and Forests 
2022-04-05 ,TT,Display Tree Structured Data using Datatable Widget (DT) 
2022-04-05 ,voson.tcn,Twitter Conversation Networks and Analysis 
2022-04-04 ,arfima,Fractional ARIMA (and Other Long Memory) Time Series Modeling 
2022-04-04 ,AUC,Threshold Independent Performance Measures for Probabilistic Classifiers 
2022-04-04 ,autoMrP,Improving MrP with Ensemble Learning 
2022-04-04 ,bamdit,Bayesian Meta-Analysis of Diagnostic Test Data 
2022-04-04 ,beyondWhittle,Bayesian Spectral Inference for Stationary Time Series 
2022-04-04 ,BIFIEsurvey,Tools for Survey Statistics in Educational Assessment 
2022-04-04 ,BINtools,"Bayesian BIN (Bias, Information, Noise) Model of Forecasting "
2022-04-04 ,BoneProfileR,Tools to Study Bone Compactness 
2022-04-04 ,chisquare,"Chi-Square and G-Square Test of Independence, Residual Analysis, and Measures of Categorical Association "
2022-04-04 ,crossdes,Construction of Crossover Designs 
2022-04-04 ,dataframeexplorer,Familiarity with Dataframes Before Data Manipulation 
2022-04-04 ,embryogrowth,Tools to Analyze the Thermal Reaction Norm of Embryo Growth 
2022-04-04 ,EventWinRatios,Event-Specific Win Ratios for Terminal and Non-Terminal Events 
2022-04-04 ,exceldata,"Streamline Data Import, Cleaning and Recoding from 'Excel' "
2022-04-04 ,FlexDotPlot,Flexible Dot Plot 
2022-04-04 ,genalg,R Based Genetic Algorithm 
2022-04-04 ,hydroroute,Trace Longitudinal Hydropeaking Waves 
2022-04-04 ,ib,Bias Correction via Iterative Bootstrap 
2022-04-04 ,irrNA,Coefficients of Interrater Reliability – Generalized for Randomly Incomplete Datasets 
2022-04-04 ,klausuR,Multiple Choice Test Evaluation 
2022-04-04 ,lassoshooting,L1 Regularized Regression (Lasso) Solver using the Cyclic Coordinate Descent Algorithm aka Lasso Shooting 
2022-04-04 ,medExtractR,Extraction of Medication Information from Clinical Text 
2022-04-04 ,miceadds,"Some Additional Multiple Imputation Functions, Especially for 'mice' "
2022-04-04 ,microsimulation,"Discrete Event Simulation in R and C++, with Tools for Cost-Effectiveness Analysis "
2022-04-04 ,mlr3viz,Visualizations for 'mlr3' 
2022-04-04 ,MODISTools,Interface to the 'MODIS Land Products Subsets' Web Services 
2022-04-04 ,Momocs,Morphometrics using R 
2022-04-04 ,pcalg,Methods for Graphical Models and Causal Inference 
2022-04-04 ,protViz,Visualizing and Analyzing Mass Spectrometry Related Data in Proteomics 
2022-04-04 ,pubh,A Toolbox for Public Health and Epidemiology 
2022-04-04 ,RcppArmadillo,'Rcpp' Integration for the 'Armadillo' Templated Linear Algebra Library 
2022-04-04 ,RcppSpdlog,'spdlog' C++ Header Library for Logging 
2022-04-04 ,revss,Robust Estimation in Very Small Samples 
2022-04-04 ,Rsagacmd,Linking R with the Open-Source 'SAGA-GIS' Software 
2022-04-04 ,SEL,Semiparametric Elicitation 
2022-04-04 ,stppSim,Spatiotemporal Point Patterns Simulation 
2022-04-04 ,ttutils,Utility Functions 
2022-04-04 ,weakARMA,Tools for the Analysis of Weak ARMA Models 
2022-04-03 ,BARIS,Access and Import Data from the French Open Data Portal 
2022-04-03 ,DEoptimR,Differential Evolution Optimization in Pure R 
